web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,data21,data22,image5,image6
1775468847-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Ideal para grandes ocasiones, comidas de negocios o simplemente para disfrutar.",Jesús P,"Me gustó mucho. El restaurante combina a la perfección una atmósfera acogedora y elegante con una decoración que invita a quedarse.

El servicio es muy atento y amable, Anthony gran profesional, conoce bien la carta y sabe aconsejar.","Muchas gracias por compartir su experiencia y por dedicar tiempo a valorar nuestro trabajo. Nos alegra saber que ha disfrutado del ambiente, de la decoración y que considera nuestro espacio ideal para ocasiones especiales o encuentros profesionales.

Le agradecemos especialmente sus palabras hacia Anthony; estaremos encantados de trasladarle su reconocimiento. Comentarios como el suyo nos animan a seguir ofreciendo un servicio atento y una experiencia cuidada. Esperamos tener el placer de recibirle nuevamente muy pronto.",1 contribución,1.0,Escrita el 10 de febrero de 2026,Escrita el 11 de febrero de 2026,feb 2026 • Negocios,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,
1775468847-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Todo riquísimo,Maria,"Nuestro favorito!! Y la carrillera siempre impresionante.
El trato de Samy impecable !","Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que ha disfrutado de la atención, de la comida y del trato recibido por parte de nuestro equipo. Comentarios como el suyo nos motivan a seguir cuidando cada detalle. Será un placer volver a recibirle pronto.",1 contribución,1.0,Escrita el 10 de febrero de 2026,Escrita el 11 de febrero de 2026,feb 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,
1775468847-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Un lunes especial,Monica M,"Gracias por el buen trato, la buena comida. Además tengo que destacar el buen trato de la persona que atendió nuestra mesa, Samy. Ha sido especial. Y todo buenísimo desde los.buñuelos de bacalao, la empandas los chipirones hasta el postre.con esa falla y taeta de queso. Gracias!!!","Muchas gracias por compartir su experiencia. Nos alegra saber que disfrutó de un lunes especial gracias al buen trato y a nuestra propuesta gastronómica.

Agradecemos de manera especial su mención a Samy, así como a los platos que degustaron, desde los buñuelos de bacalao, las empanadas y los chipirones, hasta los postres. Trasladaremos sus palabras a todo el equipo.

Será un placer volver a recibirle.
Reciba un cordial saludo y nuestro agradecimiento.",1 contribución,1.0,Escrita el 9 de febrero de 2026,Escrita el 10 de febrero de 2026,feb 2026 • En familia,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/60/9d/42/monica-m.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,
1775468847-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Nunca falla,Javi C,"El restaurante, el producto, el ambiente y la forma de atender, son siempre garantía de éxito en este restaurante.
Gracias Anthony por tu atención","Muchas gracias por su confianza y por compartir una valoración tan positiva. Nos alegra saber que nuestro restaurante, el producto, el ambiente y la atención siguen siendo una garantía para usted.

Trasladaremos su agradecimiento a Anthony y a todo el equipo.

Será un placer seguir recibiéndole.
Reciba un cordial saludo y nuestro agradecimiento.",2 contribuciones,2.0,Escrita el 8 de febrero de 2026,Escrita el 10 de febrero de 2026,feb 2026 • Amigos,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,
1775468847-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Cena,Javi C,"Buen ambiente, buena comida y buen servicio. Pedimos una pieza de carne al punto y estaba ideal, tal y como pedimos, rapido y delicioso
Gracias Anthony","Muchas gracias por compartir su experiencia. Nos alegra saber que disfrutó del ambiente, de la comida y del servicio, y que la carne se sirvió exactamente como la habían solicitado.

Trasladaremos su agradecimiento a Anthony, que sin duda valorará mucho sus palabras.

Será un placer volver a recibirle.
Reciba un cordial saludo y nuestro agradecimiento.",1 contribución,1.0,Escrita el 8 de febrero de 2026,Escrita el 10 de febrero de 2026,feb 2026 • En familia,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,
1775468825-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Tiempo de excelente calidad con mi hija en ambiente de 5 estrellas,DFBSAGA,"¡Una experiencia maravillosa para probar las delicias de este exquisito restaurante y su variedad de muchos platos locales de Galicia y otros platos mediterráneos que se ofrecen! Probamos las recomendaciones de Manuel cuya experiencia y profesionalidad es insuperable que ha trabajado en este establecimiento muchos años! 
Elegimos el Foie Gras con la salsa Pedro Giménez, trozos de Bacalao “Muneulos”, y 1/2 porción de pulpo gallego como entrantes. Luego Susana Bianca , mi hija y yo tuvimos el “Lomo Bajo” como plato principal para compartir. Para el dulce la especialidad de la casa de “ Torricas”. Se riega con un vaso o dos de vino tinto Ribera del Duero. Excelente elección de restaurante, menú y un servicio excepcional de Manuel y su equipo. No te pierdas esta oportunidad. 
Bon Appetite 👍🍷👏👏👏👏 5 Estrellas ⭐️⭐️⭐️⭐️⭐️",,12 contribuciones,,Escrita el 26 de febrero de 2026,"Thank you very much for sharing such a detailed and heartfelt review. We are truly delighted to know that you enjoyed an excellent quality time with your daughter in what you describe as a five-star environment.

It is wonderful to hear that you appreciated the variety of Galician and Mediterranean dishes, and that the Foie Gras with Pedro Ximénez sauce, the cod “buñuelos,” and the Galician octopus made such a positive impression as starters. We are also pleased that the “Lomo Bajo” to share and our house specialty “Torrijas,” paired with Ribera del Duero wine, completed your experience so beautifully.

We are especially grateful for your kind words about Manuel. His expertise, professionalism, and dedication over the years are indeed invaluable to us, and we will gladly share your compliments with him and the entire team.

Thank you again for your generous recommendation and for taking the time to share your experience. We very much look forward to welcoming you and your daughter back for another memorable visit.",Escrita el 28 de febrero de 2026,12,,"Maspalomas, España",Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Mejor servicio,Clàudia M,"Nuestra experiencia fue excelente, pero queremos destacar sobre todo al camarero Manuel, que fue el punto principal de la velada. Súper atento, amable y siempre pendiente de cada detalle, nos hizo sentir muy cómodos y bien atendidos en todo momento.

La comida estuvo muy bien, todo rico y bien presentado, pero sin duda el trato de Manuel marcó la diferencia. ¡Volveremos sin dudarlo!",,1 contribución,,Escrita el 26 de febrero de 2026,"Muchas gracias por compartir su experiencia con nosotros. Nos alegra enormemente saber que su visita fue excelente.

Agradecemos de manera especial sus palabras hacia Manuel. Nos llena de satisfacción saber que su atención, amabilidad y cuidado en cada detalle fueron el punto principal de la velada y que les hizo sentirse cómodos y bien atendidos en todo momento. Le haremos llegar su reconocimiento, que sin duda será muy significativo para él.

Gracias de nuevo por su confianza y por dedicarnos su comentario. Será un placer volver a recibirles muy pronto.",Escrita el 28 de febrero de 2026,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Los montes de Galicia,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Celebración Boda,Pioneer64057617969,"Mi amiga celebró su boda y todo un acierto tanto a nivel de los platos elegidos como por todo el personal que trabaja allí. Mi agradecimiento también en especial a Antony, Manuel y Ayoub. Gracias",,1 contribución,,Escrita el 23 de febrero de 2026,"Muchas gracias por compartir su experiencia con nosotros y por confiar en nuestro restaurante para una ocasión tan especial como una boda.

Nos llena de satisfacción saber que tanto los platos elegidos como el trabajo de todo el equipo estuvieron a la altura de la celebración. Agradecemos especialmente sus palabras hacia Antony, Manuel y Ayoub; les haremos llegar su reconocimiento, que sin duda será muy valorado.

Gracias de nuevo por su confianza y por dedicarnos estas palabras. Será un placer recibirles nuevamente.",Escrita el 28 de febrero de 2026,1,,1 contribución,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Increíble,Verónica C,"La atención y la comida increíble, nos ha atendido Ayoub, ha sido acertado en sus recomendaciones y su atención de 10. Volveremos pronto.",,1 contribución,,Escrita el 23 de febrero de 2026,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutaron tanto de la comida como de la atención recibida, y que las recomendaciones de Ayoub contribuyeron a que la visita fuera tan satisfactoria.

Le haremos llegar su reconocimiento; comentarios como el suyo son una gran motivación para todo el equipo.

Será un placer volver a recibirles muy pronto. Muchas gracias por su confianza.",Escrita el 23 de febrero de 2026,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Los montes de Galicia,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Mi boda perfecta,Gema R,"La comida de primera, el lugar muy acogedor y bonito, pero la atención es excepcional. Especial mención a Ayoub, Manuel y por supuesto Anthony. Pero en realidad todos!
Gracias por hacernos vivir una experiencia inolvidable",,2 contribuciones,,Escrita el 22 de febrero de 2026,"Muchísimas gracias por compartir unas palabras tan especiales y por habernos elegido para celebrar un momento tan importante. Nos emociona saber que todo estuvo a la altura de lo que imaginaban y que pudieron disfrutar de una boda perfecta en un ambiente acogedor.

Transmitiremos con mucho cariño su reconocimiento a Ayoub, Manuel, Anthony y a todo el equipo; saber que logramos formar parte de una experiencia inolvidable es nuestra mayor recompensa.

Ha sido un verdadero honor acompañarles en un día tan significativo. Esperamos volver a recibirles muy pronto y seguir creando juntos recuerdos especiales. Muchas gracias por su confianza.",Escrita el 23 de febrero de 2026,2,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",Los montes de Galicia,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Todo perfecto,Salvi P,La comida estaba riquísima y la atención al cliente excelente,,1 contribución,,Escrita el 22 de febrero de 2026,,,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,
1775468825-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Comer calida,Rubén A,"Es un acierto seguro, nunca cambia la calidad ni el buen servicio",,6 contribuciones,,Escrita el 22 de febrero de 2026,"Muchas gracias por compartir su valoración y por confiar en nosotros. Nos alegra saber que percibe nuestra constancia en la calidad y en el servicio, ya que trabajamos cada día para que cada visita siga siendo un acierto seguro.

Será un verdadero placer volver a recibirle muy pronto. Gracias nuevamente por sus palabras.",Escrita el 23 de febrero de 2026,6,"Dejarse aconsejar, no engañan",6 contribuciones,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Excelente!,Marie A,La comida muy rica y el servicio espectacular. Manuel y Alex - excepcional. Mejor imposible!,,1 contribución,,Escrita el 22 de febrero de 2026,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó tanto de la comida como del servicio recibido.

Haremos llegar su reconocimiento a Manuel y Alex; comentarios como el suyo son una gran motivación para todo el equipo y nos animan a seguir cuidando cada detalle.

Será un placer volver a recibirle muy pronto. Muchas gracias por su confianza.",Escrita el 23 de febrero de 2026,1,,1 contribución,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Experiencia SUBLIME en Montes de Galicia,Jesús D,"Elegí este restaurante para organizar la pedida de mano de un amigo y la experiencia fue sencillamente perfecta. Desde la planificación hasta el último detalle, el equipo demostró una sensibilidad y profesionalidad excepcionales.
Mención especial merece Manuel, un camarero increíble que nos brindó una atención de auténtico lujo de 5 estrellas. Su trato fue impecable, estando pendiente de cada detalle con una elegancia y cercanía que elevaron toda la experiencia.

La gastronomía: El menú degustación es una joya; cada plato equilibra lujo y sabor a la perfección. Y las hamburguesas de wagyu, la tarta de queso, los buñuelos de bacalao, todo buenísimo. 

El servicio: Manuel y el resto del equipo fueron cómplices ideales, logrando que la entrada de los mariachis fluyera de forma natural y emocionante.

El ambiente: Nos facilitaron unas mesas con la privacidad ideal, permitiéndonos disfrutar de la intimidad necesaria en un entorno de máxima exclusividad.

Un lugar a la altura de los grandes momentos de la vida. Gracias por hacer que este día sea inolvidable.",,1 contribución,,Escrita el 21 de febrero de 2026,"Muchísimas gracias por compartir una valoración tan especial y por haber confiado en nosotros para un momento tan importante. Nos llena de orgullo saber que la pedida de mano fue una experiencia sublime y que todo el proceso, desde la organización hasta cada detalle del servicio, estuvo a la altura de sus expectativas.

Sus palabras hacia Manuel y hacia todo el equipo significan mucho para nosotros; trasladaremos su reconocimiento, ya que trabajamos cada día con la ilusión de crear recuerdos inolvidables para nuestros clientes.

Nos alegra enormemente que hayan disfrutado del menú degustación y de cada plato, así como del ambiente y la privacidad que buscaban para una ocasión tan única. Ha sido un verdadero honor formar parte de un día tan especial.

Esperamos poder recibirles nuevamente muy pronto y seguir acompañándoles en grandes momentos de la vida. Muchas gracias por su confianza.",Escrita el 23 de febrero de 2026,1,El Menú Select es la mejor opción para probar los platos más destacados del restaurante.,1 contribución,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Restaurante + Juanjo,Luis C,"Excelente sitio con una amplia carta y muy buena materia prima.
Te recomiendo que te atienda Juanjo y tu experiencia ganará varios enteros",,2 contribuciones,,Escrita el 20 de febrero de 2026,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que ha disfrutado de nuestra carta, de la calidad de la materia prima y, especialmente, de la atención recibida por parte de Juanjo. Comentarios como el suyo nos motivan a seguir ofreciendo el mejor servicio posible. Esperamos tener el placer de recibirle nuevamente muy pronto.",Escrita el 21 de febrero de 2026,2,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2 contribuciones,Los montes de Galicia,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Perfecto,Norma H,"Nos ha encantado todo, el servicio perfecto nos atendió Roberto muy atento y muy majo, todo perfecto a la hora de servir y retirar, camarero de 10 y la comida de 10 tambien",,1 contribución,,Escrita el 20 de febrero de 2026,"Muchas gracias por compartir su experiencia con nosotros. Nos alegra enormemente saber que todo ha sido de su agrado y que el servicio recibido, especialmente por parte de Roberto, ha estado a la altura de sus expectativas. Comentarios como el suyo nos motivan a seguir cuidando cada detalle, tanto en la atención como en nuestra cocina. Será un placer volver a recibirle muy pronto.",Escrita el 21 de febrero de 2026,1,,1 contribución,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,COMIDA PERFECTA,Alex,"Estuvimos comiendo en familia y la verdad que todo fue una experiencia buenísima. Trato inmejorable de Alex y Samy en todo momento y muy atentos. La comida riquísima, recomendamos sobre todo sus pescados y el PULPO que sin duda de los mejores que hemos probado nunca. Volveremos",,1 contribución,,Escrita el 18 de febrero de 2026,"Muchas gracias por compartir su experiencia y por elegirnos para disfrutar de una comida en familia. Nos alegra enormemente saber que todo fue perfecto y que tanto la atención de Alex y Samy como nuestra propuesta gastronómica estuvieron a la altura de sus expectativas.

Nos hace especial ilusión que destaque nuestros pescados y el pulpo; comentarios como el suyo son una gran motivación para todo el equipo. Será un verdadero placer volver a recibirles muy pronto. Muchas gracias por su confianza.",Escrita el 20 de febrero de 2026,1,,"Madrid, España",Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Excepcional,Saul J,"El menú es impecable, unos productos de máxima calidad y muy elaborados. Recalcar que el servicio, especialmente de Ayoub fue asombroso, atento y amable
Sin duda alguna repetiríamos. Muy recomendable",,2 contribuciones,,Escrita el 17 de febrero de 2026,"Muchas gracias por compartir su valoración y por sus amables palabras. Nos alegra enormemente saber que disfrutó de un menú impecable y que pudo apreciar la calidad y elaboración de nuestros productos.

Agradecemos especialmente que destaque la atención de Ayoub; le haremos llegar su reconocimiento, ya que para nosotros es fundamental ofrecer un servicio atento, cercano y profesional en todo momento.

Será un verdadero placer volver a recibirles muy pronto. Muchas gracias por recomendarnos.",Escrita el 20 de febrero de 2026,2,,2 contribuciones,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468825-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Un lugar perfecto si quieres acertar,José A,"Fuimos mi pareja y yo para celebrar san Valentín . Todo el restaurante es perfecto , el ambiente , la comida , el trato ....
Los platos están perfectamente preparados , sabrosos y correctos . Buenas cantidades en cada uno de ellos . El trato del personal es exquisito , desde la recepción hasta el momento en el que sales . Roberto nuestro camarero fue excelente en trato y amabilidad , explicándolo todo muy bien y sirviendo de una manera perfecta . No puedo decir nada malo porque incluso al salir , todos los camareros iban despidiéndose educadamente .",,3 contribuciones,,Escrita el 17 de febrero de 2026,"Muchas gracias por compartir una valoración tan completa y por elegirnos para celebrar una ocasión tan especial como San Valentín. Nos alegra profundamente saber que disfrutaron del ambiente, la cocina y del trato recibido durante toda la experiencia, desde la llegada hasta la despedida.

Agradecemos especialmente sus palabras hacia Roberto; le haremos llegar su reconocimiento, ya que para nosotros es fundamental ofrecer una atención cercana, profesional y cuidada en cada detalle.

Será un verdadero placer volver a recibirles muy pronto. Muchas gracias por su confianza y por recomendarnos.",Escrita el 20 de febrero de 2026,3,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",3 contribuciones,Los montes de Galicia,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
