web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,image,image2,data26,image3,image4,image5
1775666176-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Espectacular,Sofia G,"La comida, el servicio y el lugar de 10 . Hemos estado como en casa el trato del personal inmejorable . Detalles en todo momento .","Muchas gracias, Sofía, ha sido un placer daros la bienvenida y solo podemos alegrarnos de las maravillosas sensaciones que nos transmites.
Todos quienes formamos el equipo de profesionales de GastroVía 61 estamos comprometidos con nuestros Clientes para que cada ocasión sea especial, realmente sorprendente, inolvidable y, así lo esperamos también en vuestro caso, un excelente prólogo de próximas visitas.
La exquisitez define todos nuestros platos tanto como esa original fusión entre tradición y vanguardia culinaria. La elegancia y el alma castiza la intimista ambientación de nuestro salón. Por último, la profesionalidad, atención personalizada y el mimo en todos los detalles a nuestro equipo de sala, quienes estuvieron encantados de compartir con vosotros todos los aspectos de la experiencia y aconsejaros acerca de las distintas elecciones, además de descubrir el sentido de algunos de esos incontables guiños al espíritu madrileño que nos define, en tanto restaurante de cocina de autor de Grupotel Mayorazgo en plena Gran Vía.
Os esperamos siempre ""en vuestra casa del centro de Madrid"", dispuestos a sorprenderos y recibiros con nuestras sonrisas, pero hasta que esa nueva oportunidad tenga lugar os envío nuestros saludos más afectuosos.",6 contribuciones,6.0,Escrita el 23 de julio de 2025,Escrita el 24 de julio de 2025,6 contribuciones,,Jesús Jerez,Leer más,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/90/71/60/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/90/71/5f/caption.jpg?w=300&h=300&s=1,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/90/71/5e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Excepcional experiencia,Rodrigo D,"La atención y experiencia es increíble y la comida va a la par con ello. Recomiendo el steak tar tar. Me prepararon la comida fresca en la mesa, mientras me contaban sobre los ingredientes usados y la preparación tradicional del plato.","Ha sido un placer, Rodrigo, muchas gracias por tu confianza y estos ""Excepcionales"" comentarios que nos dedicas.
GastroVía 61, restaurante de cocina de autor de Grupotel Mayorazgo en plena Gran Vía madrileña, es siempre una oportunidad de deleitarse con la degustación sensorial de unas propuestas culinarias realmente sorprendentes, todas ellas elaboradas con materias primas de la máxima calidad y, en algunos casos como ese ya famoso Steak tartar San Isidro, mediante profesionales y espectaculares procesos en sala al gusto exacto del comensal.
Nos encanta hacer creíble y ""disfrutable"" aquello que puede parecer increíble, sorprender y ratificar al mismo tiempo que resulta posible saborear nuevas y exquisitas sensaciones con los cinco sentidos, disfrutar de ocasiones netamente personalizadas y regalarse un auténtico festival de nuevos matices culinarios en pleno centro de Madrid.
Compartir contigo todos los detalles y adaptar esa delicia a las indicaciones que nos diste fue un auténtico placer que ahora, lógicamente, se multiplica exponencialmente al recibir tus comentarios.
Esperamos tener una próxima oportunidad de darte la bienvenida, la elegante, intimista y muy madrileña ambientación de nuestro salón está siempre a tu disposición, también la atención de todos quienes formamos este equipo.
Hasta entonces, cuando nuestras sonrisas puedan volver a recibirte, te envío nuestros saludos más afectuosos.",2 contribuciones,2.0,Escrita el 7 de julio de 2025,Escrita el 8 de julio de 2025,2 contribuciones,,Jesús Jerez,Leer más,,,Calidad/precio,Ambiente,Servicio,,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/67/3d/fb/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Cocina y servicio restauranre excelente,GERARD C,"Ubicacion excelentr, habitaciones magnificas, restaurante excelente.
Personal muy atento y prefesional.  Volveremos","Ha sido un placer, Gerard, nos encanta saber que la experiencia en Grupotel Mayorazgo, también en GastroVía 61, su restaurante de cocina de autor os ha brindado las mejores sensaciones y permitido disfrutar aún más si cabe de vuestra estancia en Madrid.
Como bien dices, Grupotel Mayorazgo ofrece una ubicación realmente ideal en plena Gran Vía, en ese Broadway madrileño donde se representan los musicales más exitosos de la cartelera, con los principales atractivos de la ciudad, una extensa zona comercial de amplio horario y las más variadas opciones de transporte urbano alrededor.
Somos un establecimiento único, un hotel temático madrileño donde incontables detalles ofrecen una experiencia aún más inmersiva en la historia, cultura, gastronomía y costumbrismo castizo más auténtico, todo ello con la excelencia como parámetro exclusivo y el compromiso personal que mantenemos con el bienestar de nuestros Clientes.
Agradecemos vuestra confianza al aceptar nuestra indicación y solo podemos alegrarnos de las magníficas sensaciones que os ha brindado la degustación de los versos de poesía culinaria de GastroVía 61, nuestro afamado restaurante de cocina de autor.
Ya nos ilusiona imaginar esa próxima ocasión que nos anuncias. Nuestras sonrisas, profesionalidad y atención personalizada están siempre a vuestra disposición, pero hasta el feliz momento en que podamos volver a recibiros os envío nuestros saludos más afectuosos.",1 contribución,1.0,Escrita el 29 de junio de 2025,Escrita el 30 de junio de 2025,"Platja d'Aro, España",,Jesús Jerez,Leer más,,,Calidad/precio,Ambiente,Servicio,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Un gran lugar con “familia”!,Thomas,"¡Qué gran restaurante! Lo primero que nota al llegar y durante toda su visita / comida es el servicio al cliente. Los trabajadores son muy atentos y te ayudan a recorrer el menú. Pedíamos sugerencias y por lo general recibimos respuestas reservadas o vigiladas; no aquí, compartían pensamientos sobre los mejores platos dependiendo de los gustos y apetitos. ¡Estaban listos con sus sugerencias! ¡Nos trataron como familia! 

La comida era fantástica! Tuvimos varios aperitivos y comidas diferentes y cada elección de comida fue impresionante! Recomiendo encarecidamente venir aquí y disfrutar de una gran comida con “familia”!","Thank you so much for your trust, friendliness, and these wonderful comments. Reaffirming that you fully enjoyed the GastroVía 61 experience is the greatest joy possible for everyone on this team.
We are convinced that each person is special, and we want them to feel that way at all times, and of course, also when it comes to delighting in all the details related to the culinary offerings, the atmosphere, and the personalized attention that distinguishes us.
It was a pleasure to share with you the various details of our dishes, advise you on the different choices, and tailor each tasting to the instructions and preferences you sent us.
Whatever the occasion, and certainly also for celebrations or family gatherings of all kinds, GastroVía is always the ideal choice. We also offer a Little Gourmets Menu with options specially designed for the little ones in the house to savor nutritious dishes tailored to their preferences and, from an early age, develop the best eating habits. We always look forward to seeing you on Madrid's Gran Vía, at Grupotel Mayorazgo, ready to welcome you with our smiles and surprise you with new delicacies.
See you soon! Best regards.",11 contribuciones,11.0,Escrita el 28 de junio de 2025,Escrita el 30 de junio de 2025,"Roanoke, Virginia",,Jesús Jerez,Leer más,,Traducir respuesta,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Menú GASTROCITAS,ESC,"Aprovechamos el menú de GASTROCITAS, este mes dedicado a las verduras. Riquísimo, con raciones grandes y a muy buen precio. Aconsejo dejar hueco para el postre de piña asada.","Muchas gracias por vuestra confianza, solo podemos alegrarnos de las maravillosas sensaciones que nos transmite vuestra valoración de la experiencia.
Gastrocitas by GastroVía 61 es nuestro evento culinario mensual, un acontecimiento evocador de las tradiciones gastronómicas y recetas más emblemáticas que nos permite sorprender a nuestros Clientes con esas propuestas específicamente elaboradas en cada ocasión con materias primas de excepcional calidad y esa fusión entre tradición y vanguardia que alborota los sentidos en cada degustación.
El Menú Degustación Verde que te quiero verde, preparado en este mes de junio con motivo de la celebración del Día Mundial de las Verduras y Hortalizas ha sido todo un éxito de principio a fin, incluyendo por supuesto ese delicioso postre artesanal que, junto a nuestro delicioso y madrileño licor de madroño, ha supuesto el mejor colofón a cada experiencia.
Esperamos tener una nueva oportunidad de daros la bienvenida y sorprenderos, ya sea en la próxima Gastrocita de julio, o bien, en cualquier otro momento con las delicias de nuestra carta de temporada.
¡Hasta pronto! Afectuosos saludos.",13 contribuciones,13.0,Escrita el 16 de junio de 2025,Escrita el 23 de junio de 2025,"Madrid, España",,Jesús Jerez,Leer más,,,Calidad/precio,Ambiente,Servicio,,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/2e/ca/d1/caption.jpg?w=300&h=300&s=1,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/2e/ca/d0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,100% recomendable,Hinley A,"Formidable restaurante, acogedor y muy bonito,la comida exquisita y el servicio de primera, gracias especiales a Irene,muy atenta y eficiente. Muy recomendable lugar para comer delicioso y con muy buena ubicacion en madrid","Ha sido un placer, muchas gracias por tu confianza, simpatía y estos maravillosos comentarios que nos dedicas.
GastroVia 61, restaurante de cocina de autor de Grupotel Mayorazgo en pleno centro de Madrid, es ""el lugar"", esa apuesta segura que siempre se desea compartir en la mejor compañía, toda una experiencia sensorial que partiendo de la exquisitez culinaria de unos platos realmente sorprendentes y elaborados con materias primas de la máxima calidad permite saborear también múltiples y curiosos detalles de Madrid con los cinco sentidos.
Darte la bienvenida y poner a tu disposición la profesionalidad y atención personalizada que distinguen a nuestro equipo de sala ha sido un placer. La Srta. Irene, visiblemente emocionada por las palabras que le dedicas, te envía su gratitud y, claro está, también es ella quien lidera la ilusión compartida de poder recibirte en una próxima ocasión.
Hasta entonces, de todo corazón y desde el corazón de Madrid, te envío nuestros saludos más afectuosos.",8 contribuciones,8.0,Escrita el 16 de junio de 2025,Escrita el 23 de junio de 2025,"Miami, Florida",,Jesús Jerez,Leer más,,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Muy buen lugar,Francisca S,"Excelente servicio, Irene era increíble. La comida era muy buena y las bebidas también. Realmente recomiendo el lugar y el servicio en él. .","Thank you very much, Francisca. We loved enjoying your company.
We are delighted to know that the GastroVía 61 experience allowed you to enjoy the best sensations.
Prepared with exceptionally high-quality ingredients, all our dishes are true exponents of the surprising fusion of the finest culinary traditions and the most cutting-edge techniques.
Sharing the various details with you and advising you on the best pairing for your chosen options has been a pleasure. Miss Irene, thrilled, appreciates your words from the bottom of her heart and, as it could not be otherwise, she is the one who leads the team's shared excitement to welcome you back again on another occasion.
We hope we can surprise you again very soon!
Best regards.",2 contribuciones,2.0,Escrita el 14 de junio de 2025,Escrita el 23 de junio de 2025,2 contribuciones,,Jesús Jerez,Leer más,,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Calidad asegurada y trato muy cuidado,Nurirock,"Gran descubrimiento!! Ambiente genial, platos abundantes y comida deliciosa y atención espectacular. Súper recomendable. Repetiremos seguro!!","Muchas gracias, Nuri, nos encanta saber que GastroVía 61 ha sido un maravilloso descubrimiento y que os ha sorprendido con las mejores sensaciones.
En plena Gran Vía madrileña y formando parte de las renovadas instalaciones de Grupotel Mayorazgo, la elegante e intimista ambientación de nuestro salón está siempre a vuestra disposición, al igual que nuestras sonrisas para daros la bienvenida y esa atención profesional y personalizada que ya conocéis.
En esa próxima ocasión que ya nos ilusiona imaginar, nos gustará sorprenderos con nuevos versos de poesía culinaria, pero hasta que ese feliz momento se transforme en una maravillosa realidad os envío nuestros saludos más afectuosos.",3 contribuciones,3.0,Escrita el 13 de junio de 2025,Escrita el 23 de junio de 2025,3 contribuciones,"Almejas a la brasa, brazo de pulpo y las milhojas súper recomendable",Jesús Jerez,Leer más,Consejo:,,Calidad/precio,Ambiente,Servicio,,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666176-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Sorpresa de lujo dentro del Hotel Mayorazgo,Ojuani Y,"Hoy hemos visitado GastroVia 61 mi mujer y yo principalmente por las buenas valoraciones que tienen y la verdad es que no nos ha defraudado.
Aparte de haber comido de lujo, resaltaría la excelente atención recibida por parte de todo el equipo de sala,que nos han mimado desde el minuto uno.
Muchas gracias por todo y lo recomendaré 100%

Ojo,dejar un hueco para los postres que están de muerte.😋","Muchas gracias por vuestra visita, saber que hemos logrado sorprenderos con las mejores sensaciones es la mayor alegría posible para todos quienes formamos el equipo de profesionales de GastroVia 61.
Celebramos haber cumplido plenamente e, incluso, superado, esas fantásticas expectativas que habían avivado en vosotros los comentarios de nuestros Clientes. 
En GastroVía 61, restaurante de cocina de autor de Grupotel Mayorazgo en plena Gran Vía madrileña, cada ocasión es un momento especial y las celebraciones especiales, todavía más. La fabulosa combinación entre la exquisitez de unos platos elaborados con mimo y dedicación a partir de materias primas de excepcional calidad con esa ambientación elegante, intimista y muy madrileña modela mágicos momentos de disfrute y aviva el suave murmullo de las charlas inolvidables en la mejor compañía.
Compartir con vosotros todos los detalles de esa nueva carta de verano que, recién estrenada, ya está recibiendo una magnífica acogida, aconsejaros acerca de las distintas elecciones, incluyendo los deliciosos e imperdibles postres artesanos, y personalizar al máximo cada degustación ha sido un placer que, por supuesto, esperamos tener ocasión de repetir.
Hasta el feliz momento en el cual nuestras sonrisas puedan volver a daros la bienvenida, os envío los más afectuosos saludos.",2 contribuciones,2.0,Escrita el 13 de junio de 2025,Escrita el 13 de junio de 2025,2 contribuciones,,Jesús Jerez,Leer más,,,Calidad/precio,Ambiente,Servicio,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666162-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Bonito y patriótico jejeje,Jorge C,"Un restaurante diferente, situado dentro de un hotel. Ambientado en la vida madrileña, la comida muy rica, excepto el cachopo que salió algo crudo. Pero merece la pena ir. El trato del personal excelente !!","Ha sido un placer, Jorge, muchas gracias por su confianza y estupenda valoración de la experiencia GastroVía 61.
Sentimos no haber podido satisfacer plenamente sus gustos personales, de haber recibido esa observación respecto al punto del cachopo, hubiésemos estado encantados de adaptarlo por completo a sus indicaciones y preferencias, comprometidos como estamos en todo momento con personalizar al máximo cada degustación.
En tanto restaurante de cocina de autor de Grupotel Mayorazgo, hotel temático madrileño situado en plena Gran Vía, en GastroVía 61 también estamos encantados de compartir esa identidad castiza que nos define y hace únicos a través de múltiples detalles presentes en la elegante e intimista decoración de nuestro salón, la original nomenclatura que engalana todos nuestros platos, esa uniformidad chulapa que luce nuestro equipo de sala… Y es que nos encanta hacer todo lo posible para que cada ocasión sea inolvidable y permita saborear Madrid con los cinco sentidos.
Esperamos tener una próxima ocasión de darles la bienvenida con nuestras sonrisas, la profesionalidad y atención personalizada que nos distinguen están siempre a su disposición.
Afectuosos saludos.",172 contribuciones,,172,Escrita el 24 de octubre de 2025,Escrita el 27 de octubre de 2025,"Sevilla, España",Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/80/10/19/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/80/10/18/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/80/10/17/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/82/9c/56/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666162-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,EXPERIENCIA INMEJORABLE!,VIAJERO XOSE,"Inmejorable experiencia.
Que no te asuste el que esté en un Hotel (que, por cierto, también es muy recomendable). 
La comida es excepcional (como la de casa, qué cocido y qué jornadas de setas!).
El ambiente es muy apetecible en todos sus aspectos (decoración, menaje, personas...).
El servicio es impecable. Supereducados, discretos y muy profesionales.
Repetiré tantas veces cuántas venga a Madrid!!!","Muchas gracias, Xose, ha sido un placer y solo podemos alegrarnos de las maravilosas sensaciones que nos transmites.
GastroVía 61, restaurante de cocina de autor de Grupotel Mayorazgo situado en plena Gran Vía madrileña es siempre una experiencia realmente especial, una oda a la exquisitez culinaria que sorprende con la fusión de las recetas culinarias más tradicionales y la creatividad de propuestas realmente vanguardistas donde tiene lugar una exquisita mixtura de sabores.
Esa Semana Gastronómica de las Setas que estamos celebrando esta misma semana con un abrumador éxito entre nuestros clientes, la autenticidad del Cocido Madrileño servido a los tres vuelcos tradicionales que podrá empezar a ser degustado todos los jueves a partir del próximo 30 de octubre y, por supuesto, los versos de poesía culinaria de nuestra carta y las sugerencias que nuestro chef inventa cada día recrean un amplio y delicioso abanico de opciones para convertir cada ocasión en un acontecimiento diferente que logre alborotar los sentidos.
La elegante, intimista y muy madrileña ambientación de nuestro salón es, sin duda, el escenario perfecto, con esas bellas imágenes del Madrid de época presidiendo y bautizando cada una de las mesas con el nombre de las plazas más famosas de la ciudad, entre otros muchos detalles (original nomenclatura de argot en todos nuestros platos, uniformidad chulapa de nuestro equipo de sala, suaves ecos al chotis y La Movida en la ambientación musical…) que evocan el casticismo más auténtico.
La profesionalidad y atención personalizada nos distinguen, siempre atentos a las indicaciones a las indicaciones y preferencias que nos transmiten nuestros clientes, también a no invadir su intimidad y agradable murmullo de esas charlas inolvidables que comparten.
Le esperamos siempre, dispuestos a darle la bienvenida con nuestras sonrisas y sorprenderle con nuevas delicias.
Afectuosos saludos.",478 contribuciones,,478,Escrita el 23 de octubre de 2025,Escrita el 24 de octubre de 2025,España,Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/7d/a1/53/caldereta-de-setas-con.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/7d/a0/6c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/c4/d3/e3/xose-f.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666162-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Cena en Madrid,William S,Realmente disfrutamos de nuestra cena y el Servicio fue excelente. El personal era Recibimiento y nos encantó nuestras comidas. Esta es una visita obligada para cenar en Madrid.,"Thank you for your trust, kindness, and fabulous comments. We are delighted to know that you enjoyed a magnificent and unforgettable evening.
Doing everything possible to make every occasion truly special is the main goal that guides us daily. That's why all our dishes are the sensorial expression of their exceptional raw materials, the careful preparation processes, and the attention to detail in their presentations, which, without a doubt, are always an excellent prelude to each tasting.
Sharing all the details with you and providing you with the professionalism and personalized attention that distinguish us has been a pleasure that, of course, we hope to repeat again next time.
Until then, on behalf of everyone who makes up this team, I send you our warmest regards.",6 contribuciones,,6,Escrita el 7 de octubre de 2025,Escrita el 8 de octubre de 2025,6 contribuciones,Jesús Jerez,Leer más,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666162-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Todo exquisito!,Sandra S,"La comida y atención espectacular de todos los trabajadores. 
Nos quedamos alojados en el hotel y todo fue súper bien.
Sin duda volveremos.","Ha sido un placer, Sandra, agradecemos su confianza a la hora de elegir las renovadas instalaciones de Grupotel Mayorazgo y, por supuesto, también la experiencia culinaria de GastroVía 61, restaurante de cocina de autor de este emblemático hotel temático madrileño situado en pleno corazón de la ciudad.
Saber que la degustación de nuestros versos de poesía culinaria les ha sorprendido con las mejores sensaciones es la mayor alegría posible para todos quienes formamos este equipo.
Excepcionales materias primas, procesos de elaboración cuidados con todo detalles y siempre el cariño como ingrediente fundamental hacen de nuestros platos auténticas delicias donde confluyen las mejores tradiciones y las técnicas más vanguardistas para sorprender al paladar y los restantes sentidos.
Esperamos con ilusión esa próxima oportunidad que nos anuncian, nuestras sonrisas dispuestas a recibirles nuevamente y, por supuesto, la profesionalidad y atención personalizada que nos distinguen siempre a su disposición.
Afectuosos saludos.",1 contribución,,1,Escrita el 28 de septiembre de 2025,Escrita el 29 de septiembre de 2025,"Provincia de Valencia, España",Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3f/4d/66/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
