web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,data17,data18,data19,data20,data21,data22,image2,position
1776266334-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Excelente atención y tapas riquísimas con Gio”,Kristina S,"Me atendieron de maravilla en este bar. La chica que nos atendió, Gio, fue súper amable y atenta en todo momento. Las tapas estaban muy buenas y el ambiente en general fue excelente. Da gusto encontrar sitios así, donde la atención y la comida van de la mano. ¡Recomendado al 100%!",¡Muchas gracias por tu reseña! 🌟 Nos alegra que hayas disfrutado de la atención de Gio y de nuestras tapas deliciosas 😋✨. En Astral Café nos esforzamos por ofrecer siempre un ambiente agradable y un servicio cercano 🙌. ¡Te esperamos pronto de nuevo! 🎉,1 contribución,Escrita el 25 de septiembre de 2025,Escrita el 29 de septiembre de 2025,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Plan perfecto de sábado,Laura B,"Gran equipo tiene el Astral. Siempre cenamos y comemos muy ricos. Jorge y Javi son grandes profesionales, parada obligatoria en Carabanchel,",¡Muchas gracias por tu reseña! 🌟 Nos alegra que disfrutéis siempre de la comida deliciosa y del trato cercano de Jorge y Javi 😄🍽️. En Astral Café nos esforzamos por ofrecer un ambiente agradable y un servicio excelente. ¡Os esperamos pronto de nuevo! 🎉,11 contribuciones,Escrita el 20 de septiembre de 2025,Escrita el 29 de septiembre de 2025,11,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,100%  RECOMENDABLE!,Laura G,"Muy recomendable!! Da gusto encontrar bares así donde la profesionalidad y la calidad van de la mano! 
Nos atendió jorge, un camarero super profesional, muy simpático y muy atento!!! 
Volveré sin duda ! 
100% recomendable!!!",¡Muchísimas gracias por tu comentario! 😊 Nos alegra saber que tanto la calidad como la atención de Jorge hicieron que tu experiencia fuera tan positiva. 💫 Será un placer recibirte de nuevo para seguir ofreciéndote lo mejor. 🥂,1 contribución,Escrita el 17 de septiembre de 2025,Escrita el 18 de septiembre de 2025,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Excelente lugar,David E,"Recomendamos la ensalada fusión Madrid, las mini hamburguesas y la tarta de queso, aunque todo lo que pedimos estuvo delicioso, es un lugar 100% recomendado","¡Muchísimas gracias por tu valoración! 😊 Nos encanta saber que disfrutaste de la ensalada fusión Madrid, las mini hamburguesas y nuestra famosa tarta de queso. 🍔🥗🍰 Será un placer recibirte de nuevo para seguir sorprendiéndote con más delicias. 💫",1 contribución,Escrita el 15 de septiembre de 2025,Escrita el 18 de septiembre de 2025,1,La ensalada fusión Madrid y la tarta de queso son los favoritos,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,1000/10,Luna M,"10/10 La comida espectacular!! Y el servicio una autentica maravilla! Jorge es el mejor!! Es un sol, da gusto que te atienda.",¡Muchísimas gracias por tu reseña! 😍 Nos alegra saber que disfrutaste tanto de la comida como del servicio 🙌. Jorge estará encantado de saber que hizo tu experiencia aún más especial 🌟. ¡Te esperamos pronto para seguir sorprendiéndote! 🥂,1 contribución,Escrita el 6 de septiembre de 2025,Escrita el 9 de septiembre de 2025,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Recomendado,Héctor J,Siempre que vengo me tratan bien pero nunca habia cenado. Pedi el pate casero y muy rico. Si quereis un buen sitio cerca de la plaza de oporto es este,¡Mil gracias por tu reseña! 😄 Nos alegra saber que te gustó nuestro paté casero y que la experiencia de cena fue tan positiva 🍽️✨. Será un placer recibirte de nuevo para seguir sorprendiéndote con más platos en pleno corazón de Carabanchel 🙌.,1 contribución,Escrita el 3 de septiembre de 2025,Escrita el 9 de septiembre de 2025,1,,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,
1776266334-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Uno de los mejores bares de Carabanchel,Sonia d,"La comida muy rica, especialmente las patatas trufadas. Los camareros son majísimos y nos han atendido genial. Volveremos seguro!","¡Muchísimas gracias por tu reseña! 😊✨
Nos alegra saber que disfrutaste de los huevos rotos con perlas de trufa y de la atención de nuestro equipo 🍽️💛. Será un placer recibiros de nuevo muy pronto para seguir ofreciendo la mejor experiencia en Carabanchel 🙌🌟.",1 contribución,Escrita el 29 de agosto de 2025,Escrita el 9 de septiembre de 2025,1,,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,
1776266334-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Simpatía y buena comida,Discover793960,"Acabamos allí de casualidad y nos sorprendió la calidad de la comida, con explicaciones y mucha originalidad, a un precio razonable. A destacar la simpatía del personal","¡Muchísimas gracias por tu visita y tu reseña! 😊✨
Nos alegra saber que la calidad de la comida y la atención del equipo superaron tus expectativas 🍽️💛. Esperamos verte de nuevo muy pronto para seguir sorprendiéndote con nuevos sabores y la mejor atención 🙌🌟.",1 contribución,Escrita el 28 de agosto de 2025,Escrita el 9 de septiembre de 2025,1,,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,
1776266334-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Una excelente experiencia,CARLOS ALBERTO MADRID RIVERA,"Sencillamente un lugar para disfrutar lo mejor comida de Madrid, una excelente atención Realmente me encantó!! Para comer, tomar un café. No importa el porqué lo que sí importa que estarás encantado Te lo recomiendo","¡Muchísimas gracias, Carlos Alberto! 🙌✨
Nos encanta saber que disfrutaste tanto de nuestra comida como de la atención del equipo 😍🍽️☕. Tu recomendación significa mucho para nosotros y esperamos verte pronto para seguir compartiendo más momentos deliciosos en Astral 💛🌟.",7 contribuciones,Escrita el 24 de agosto de 2025,Escrita el 9 de septiembre de 2025,7,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/70/7d/76/caption.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Hay que ir y probarlo,Wanderer26022768217,"En este bar todo está buenísimo y con calidad excepcional. Estoy cansada de los sitios q te cobran y la comida no vale para nada.
Aquí el producto es de buenísima calidad y la cocina y presentación como no te lo imaginas en un bar de barrio. Los camareros y camtenas muy profesionales y con un trato exquisito al cliente, sobre todo Javi q además te hace una exposición de plato como si fuera un poema.
Otro punto  más a su favor es el café que normalmente suele ser muy malo porque utilizan café torrefacto. Aquí utilizan una mezcla creada por Javi que deja  atrás a los famosos cafés de autor. Y la tata de queso ni os cuento...., la famosa de la Viña de Donosti  no le hace sombra.
En resumen un bar muy muy recomendable al que hay que ir y probar, porque no te lo imaginas","¡Muchas gracias por tu maravillosa reseña! Nos alegra muchísimo que valores la calidad de nuestros platos, la atención de Javi y todo el equipo, y nuestro café especial. 😄 Nos encanta que disfrutes también de nuestra tarta de queso. ¡Comentarios como el tuyo nos motivan a seguir ofreciendo lo mejor! Te esperamos pronto de nuevo en Astral Cafe.",1 contribución,Escrita el 1 de agosto de 2025,Escrita el 20 de agosto de 2025,1,"Hay que ir y probarlo porque por fuera no parece lo que es.
Tiene buena terraza para verano y cubierta en invierno",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Recomendado 100%,Yezi,Super bien y buena atención. Todo muy rico y los camareros muy majos. Recomiendo los huevos rotos trufados que son un espectáculo,"¡Muchas gracias por tu reseña, Yezabell! Nos alegra saber que disfrutaste de la comida y de la atención de nuestros camareros. 😄 Nos encanta que recomiendes los huevos rotos trufados, ¡son todo un espectáculo! Te esperamos pronto de nuevo en Astral Cafe.",2 contribuciones,Escrita el 31 de julio de 2025,Escrita el 20 de agosto de 2025,2,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266308-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,"Espectacular, lugar al que  donde venimos siempre  muy recomendable",Carla M,"Muy buen sitio para ir a comer o cenar en familia o con amigos , buena calidad , muy buena atención de Jorge y todo el equipo.","¡Muchas gracias, Óscar! Nos encanta saber que disfrutaste del trato. Jorge y todo el equipo te agradecen mucho tus palabras. ¡Te esperamos pronto!💫",Escrita el 20 de noviembre de 2025,1 contribución,Escrita el 22 de diciembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,
1776266308-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Felizmente,Jimena C,Estupenda la atención la comida fenomenal repito venir a este sitio muy ameno  y  las hamburguesas lo mejor  venir a visitarlo 10/10,"¡Muchas gracias, Jimena! Nos encanta saber que valoras tanto el servicio y la comida. Nos alegra mucho que disfrutaras de las Mini Hamburguesitas. Un placer tenerte por aquí y esperamos verte pronto de nuevo. 💫",Escrita el 20 de noviembre de 2025,5 contribuciones,Escrita el 22 de diciembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,5,0,,,
1776266308-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Trato exquisito,Ainara P,"Muy buen trato, nos ha atendido Jorge pero todos los trabajadores en general son muy profesionales, y lo del caldito para calentarnos es increíble","¡Muchísimas gracias! Nos alegra un montón saber que disfrutaste del trato y de cada detalle. Jorge y todo el equipo te agradecen de corazón tus palabras. Ese caldito es pequeño, pero con mucho cariño 😊 ¡Esperamos verte de nuevo muy pronto!",Escrita el 18 de noviembre de 2025,1 contribución,Escrita el 22 de diciembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,
1776266308-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,La comida y el servicio,vanesa m,"Todo muy , muy rico, la tarta de queso espectacular, y el servicio muy atento y cordial. Lo mejor de esta zona sin duda,para volver","¡Muchísimas gracias! Nos alegra muchísimo saber que disfrutaste tanto de la comida y del servicio. La tarta de queso es uno de nuestros orgullos 😊. Gracias por tus palabras y por recomendarnos, será un placer volver a verte pronto.",Escrita el 14 de noviembre de 2025,2 contribuciones,Escrita el 22 de diciembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,2,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,
1776266308-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Todo ricooo!,Venture10284164227,"Todo riquísimo tienen una carta muy selecta y lo mejor el trato, Javi eres un crack!
Volveremos pronto y está vez comeremos tus huevos!","¡Mil gracias por este pedazo de reseña! 😄
Nos encanta que os gustara todo, tanto la comida como el trato. Javi se ha reído mucho con tu último comentario… ¡y te espera para que pruebes esos huevos como dios manda!
¡Volved pronto, da gusto atenderos!",Escrita el 6 de noviembre de 2025,1 contribución,Escrita el 19 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a8/84/25/caption.jpg?w=300&h=300&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,
1776266308-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Un 20,Andrea B,Son unos crackkkkks!! Excelente el trato por todo el equipo y la comida riquísima. Mención honorífica para Javi👏👏👏👏,"¡Muchísimas gracias por tu valoración! 🧡
Nos alegra un montón saber que disfrutaste tanto de la experiencia y del trato del equipo. Comentarios así nos motivan cada día.

Javi y todo el equipo te mandan un abrazo enorme.
¡Aquí tenéis vuestra casa siempre! ✨🍽️🥂",Escrita el 6 de noviembre de 2025,1 contribución,Escrita el 19 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,
1776266308-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Todo riquísimo. Gracias,Diego M,"Ha sido algo sorprenderte y para bien. Desde el primer bocado hasta el último, todo han sido sorpresas muy agradables.  Javier, el dueño, nos ha atendido de forma magnífica. Estoy más que gratamente sorprendido. Ya ni qué decir del café","¡Muchísimas gracias, Diego! ☕✨
Nos alegra enormemente que tu experiencia haya sido tan positiva y que disfrutaras tanto de la comida como del café. Javier y todo el equipo estarán encantados de saberlo.
¡Gracias por tus palabras y esperamos verte pronto de nuevo en Astral Café!",Escrita el 6 de noviembre de 2025,1 contribución,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,
1776266308-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Buena cena,Christopher G,"La comida muy deliciosa los camareros muy amables y por el precio muy rentable los baños excelentes y me gustaría repetir, muy recomendable.","¡Muchas gracias, Christopher! 🌟
Nos alegra saber que disfrutaste de la cena, del servicio y de todos los detalles del local. Comentarios como el tuyo nos motivan a seguir cuidando cada experiencia al máximo.
¡Encantados de que quieras repetir, te esperamos pronto en Astral Café!",Escrita el 3 de noviembre de 2025,1 contribución,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,
1776266308-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Trato amable,Tourist45886287348,"Super recomendable tanto la atención como la comida todo un 10, seguro que volveré ,es el mejor sitio para ir a comer  pulpo","¡Mil gracias por tu visita y por compartir tu experiencia! 🐙💛
Nos alegra muchísimo saber que disfrutaste del pulpo y de la atención del equipo. Comentarios como el tuyo nos llenan de energía para seguir dando lo mejor cada día.
¡Te esperamos pronto para seguir disfrutando juntos en Astral Café!",Escrita el 30 de octubre de 2025,1 contribución,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,1,0,,,
1776266308-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Comida tradicional y excepcional,Maria F,"Comida casera e increíble!!!
Un sitio de barrio pero con una carta fuera de lo común. Los platos de siempre con un toque diferente y una combinación exquisita. No podéis perderos los huevos rotos con perlas de trufa. Tienen café de especialidad. El servicio muy atento y profesional. En definitiva un 10 de 10!! Gracias!","¡Muchísimas gracias, María! 🌟
Nos alegra enormemente que hayas disfrutado de nuestra cocina y de esos toques especiales que tanto nos gusta dar a los platos tradicionales 🍳✨.
Gracias por destacar también nuestro café y el trabajo del equipo comentarios así nos motivan cada día. 💛
¡Esperamos verte pronto de nuevo en Astral Café!",Escrita el 29 de octubre de 2025,1 contribución,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Servicio,Comida,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/95/87/f4/caption.jpg?w=300&h=300&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,
1776266308-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Café y buena vibra.,saily r,"Quiero felicitar a todo el equipo, por su excelente atención y ambiente acogedor. El servicio fue amable, el café delicioso y los detalles del lugar hacen que uno quiera quedarse más tiempo. Sin duda, un espacio ideal para compartir y disfrutar. ¡Volveremos pronto! ☕👏","¡Mil gracias por tus palabras! ☕✨
Nos alegra muchísimo saber que disfrutaste tanto del café, la atención y el ambiente. Cuidamos cada detalle para que cada visita sea especial 💛
¡Será un placer recibirte de nuevo muy pronto en Astral Café! 🌟",Escrita el 27 de octubre de 2025,1 contribución,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,
1776266308-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Me encantó,Tibisay D,"La comida  espectacular y los huevos trufados los mejores , el trato de Johana excelente de principio a fin super recomendado","¡Muchísimas gracias por tu reseña! 💛
Nos alegra saber que te encantó la experiencia y que disfrutaste tanto de los huevos trufados como del trato de Gio, que sin duda es un encanto 🥰
¡Gracias por recomendarnos y esperamos verte pronto de nuevo en Astral Café! ✨",Escrita el 25 de octubre de 2025,1 contribución,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/81/57/49/caption.jpg?w=300&h=300&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,
1776266308-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,La cena en familia ideal ambiente espectacular Jany un mesero lleno de alegría y buena onda pasamos una noche estupenda,Rosie Marie A,"Un sitio ideal para cenar en familia, Jany majo y encantador y el equipo fenomenal.
La atención fantástica, para repetir sin ninguna duda....","¡Muchísimas gracias por tus palabras! 💛
Nos encanta saber que disfrutasteis de una cena en familia con tan buen ambiente. Yanis y todo el equipo estarán encantados de saberlo 😊
¡Esperamos veros pronto de nuevo para otra noche estupenda en Astral Café! ✨",Escrita el 22 de octubre de 2025,1 contribución,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,
1776266308-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Una grata experiencia.,maq_praga,"Simplemente fantástico. La comida es deliciosa y bien servida, y la atención insuperable. Muy recomendado. No se olviden de pedir café.","¡Muchas gracias por tu reseña! 🌟
Nos alegra saber que disfrutaste tanto de la comida como del servicio. Y nos encanta que te haya gustado nuestro café ☕️, uno de nuestros orgullos.
¡Esperamos verte pronto de nuevo por Astral Café! 💛",Escrita el 20 de octubre de 2025,4 contribuciones,Escrita el 6 de noviembre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,4,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,
1776266308-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Muy gratificante,charo f,Por ser tan majos..todo muy bueno y el camarero muy amable..volveremos. Javier e camarero muy atento..lo recomiendo. Calidad precio muy bien,"¡Muchas gracias por tu reseña! 💫
Nos alegra saber que disfrutaste de la comida y del trato de Javier. ¡Será un placer recibiros de nuevo muy pronto! 🥰✨",Escrita el 11 de octubre de 2025,1 contribución,Escrita el 18 de octubre de 2025,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,
