web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,position,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,data17,image11,image12,image13,data18,data19
1777309709-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Un menú degustación inolvidable.,Angel R,"Pedimos el menú degustación largo para 4 personas. El servicio muy atento aunque tardaron entre platos más de lo deseable. En cuanto a los platos, había auténticas exquisiteces salvo los dos y el segundo principal que flojeaban un poco por comparación con el resto.",9 contribuciones,9,Escrita el 5 de diciembre de 2022,9 contribuciones,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/31/10/15/uno-de-los-platos-del.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,,,
1777309709-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,¡Una experiencia increíble!,Aroa S,"Es la segunda vez que visitamos el restaurante y solo tenemos buenas palabras. En ambas ocasiones hemos solicitado el menú degustación. Todos los platos riquísimos, con muchísimo sabor, te sorprenden con cada bocado. Repetiremos seguro. 100% recomendable.",1 contribución,1,Escrita el 4 de diciembre de 2022,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,,
1777309709-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Descubrimiento algo picante :),gemad084,"Sitio agradable. El servicio muy atento y ágil. Cogimos el menú degustación con 11 platos y nos explicaron todos a la perfección, recomendando cómo comer cada uno de ellos. Mezcla de sabores, dado que es fusión de comida española, latinoamericana y oriental. Tienen 1 estrella michelin, y por la gran elaboración y presentacion de los platos, y la calidad del género, la verdad es que está bien de precio. Lo único que nos falló un poco es que la mayor parte de los platos picaban. Y nos hubiese gustado que nos hubiesen avisado previamente de los picantes. Nos gusta y lo toleramos, pero es cierto que muy frecuente no demasiado. Como punto de mejora, avisar de eso cuando preguntan por alergias o intolerancias! :) gracias por todo KUOKO!!!",93 contribuciones,93,Escrita el 2 de diciembre de 2022,"Comunidad de Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/be/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/bf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/c1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/c2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/c3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/c0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/c4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/bc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/26/9c/bd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,,,
1777309709-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,"Recomendable, para repetir!",Raul L,"Menú degustación perfecto. No le puedo sacar ningún pero, todo nos ha encantado. La fusión de cocina oriental con la mexicana, peruana… es muy acertada y los platos funcionan a la perfección. Los cócteles buenísimos y en general todo de 10. Totalmente recomendable, para repetir cuando cambien la carta para volver a vivir la experiencia. Enhorabuena!!",50 contribuciones,50,Escrita el 16 de noviembre de 2022,"Boadilla del Monte, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,1,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,,,
1777309709-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,"Una grata sorpresa donde volver por su magnífico personal, digno de cualquier 3 ⭐️",Alvaro da Costa,"Si algo valoro por encima de la comida, es la atención de un lugar que aparte de la profesionalidad te hagan sentir la cercanía de estar en casa disfrutando de platazos.

Cocina intensa de sabores definidos que te hacen viajar y que no te dejan indiferente en ninguno de sus pases.

Cómo sugerencia, para los no tan amantes del vino, tener algún tipo de cerveza alejada de lo artesano…pero eso ya es una preferencia personal…

Reitero nuevamente la atención de la chica latina y el chico de cresta (lo siento pero no sé los nombres), que te muestran reiteradamente sus amplios conocimientos de sala y saben perfectamente cómo tratar a cada tipo de cliente, hay sitios cómo este que hemos conocido de casualidad, donde merece la pena volver sólo por ellos!",6 contribuciones,6,Escrita el 24 de octubre de 2022,6 contribuciones,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/a9/19/f4/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/a9/19/f5/kuoco-360-food.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/a9/19/f6/kuoco-360-food.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/a9/19/f2/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/a9/19/f3/kuoco-360-food.jpg?w=300&h=300&s=1,,,,,,,
1777309709-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Buenisimo,Nicoleta Marginean,"Muy buena ""fusion"", de culturas y sabores, no hay plato que le digas: no, las mejores croquetas que he comido en mi vida, un steak tartar que era la estrella con sus hojas de pan de setas y arroz ...no continuooo que estoy salvando de nuevo....una experiencia que repetiré seguro.....el vino, servicio y el ambiente perfecto 👌",17 contribuciones,17,Escrita el 16 de octubre de 2022,España,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/8e/12/ef/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/8e/12/f1/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,,
1777309709-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Sorprende su originalidad.,JOSE MANUEL M,"Kuoco 360 es uno de esos restaurantes donde sales pensando que has vivido algo único. Los platos son todo un dechado de imaginación en la mezcla de sabores y texturas. 
Buena materia prima y gusto al mezclar productos de las cocinas asiáticas y latinas. 
Comimos Wonton crujiente, croqueta Chillicrab, bocado mini brioche (fuera de carta), navajas a la brasa con salsa thai y carriles de vaca melosa.
Es
Extensa carta de vinos y, a destacar los coctails, gestionado por un chico cordobés que hace verdaderas obras de arte.
Lo que hace especial este sitio es la simbiosis cocina personal del servicio: explican cada plato con todo lujo de detalles y están abiertos a cualquier necesidad o gusto que se les plantea, todo atendido con una exquisita amabilidad. Te hacen sentir muy bien y la sensación de estar en un lugar especial.
Precios medios, acorde con lo que se ofrece.
Gracias.",588 contribuciones,588,Escrita el 25 de septiembre de 2022,"Almería, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,1,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,,,,,
1777309709-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,¡Saboooorrr!,MargaritaBlanca,"Excelente, que de sabores, que trato, que todo!
Nos encantó. Pedimos a la carta y nos dejamos recomendar por platos que había fuera de ella. No sabría quedarme con un plato.. todos me deliraron ;-)",1148 contribuciones,1148,Escrita el 25 de septiembre de 2022,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/27/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/29/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/2b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/2c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/2d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/2a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/2e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/25/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/1e/7a/26/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,
1777309646-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Pésimo servicio,Francisco V,"Una excelente cena arruinada por problemas de cocina que dañaron los tiempos de la comida y que luego fue acompañado por una pésima atención del servicio de los camareros. Muy poco profesional, una pena tremenda",2 contribuciones,Escrita el 13 de diciembre de 2025,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,2.0,,,,,,,,,,,0,,,,,
1777309646-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,¡Gran lugar!,Suebdoo11,Nos encontramos con Kuoco por accidente nuestra primera noche en Madrid y nos quedamos gratamente sorprendidos! Tuvimos su menú degustación de 14 platos que era excelente! Las bebidas y el servicio también fue genial! Sabores frescos y un gran ambiente. Lo recomendaría!,96 contribuciones,Escrita el 6 de diciembre de 2025,"Oakville, Canadá",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,96.0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,0,,,,,
1777309646-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Comida familiar,Roberto P,"Experiencia fantástica, cocina , servicio y compañía inmejorable, sin duda recomendable 100%, no te dejará indiferente 

👏👏",4 contribuciones,Escrita el 9 de noviembre de 2025,4 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,4.0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,0,,,,,
1777309646-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Gran hallazgo,PAUL E,"Tuvimos una noche maravillosa en Kuoco. El menú degustación fue el mismo para todos los que cenaron esa noche, pero cada plato fue emocionante, con algo de comida realmente sobresaliente. Nos gustó especialmente nuestro compromiso con el sumiller, que disfrutó tratando de encontrar un vino que coincida con la mayoría de los platos que nos sirvieron y luego una copa de algo más para terminar. Este restaurante se menciona en la guía Michelin y no creo que pase mucho tiempo hasta que se le otorgue su primera estrella.",853 contribuciones,Escrita el 4 de noviembre de 2025,"Reading, Reino Unido",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,Traducido automáticamente,,Leer más,853.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/ae/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/af/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/b0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/b1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/b2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/b3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/b4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/ac/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a2/d7/ad/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d4/44/a2/caption.jpg?w=100&h=-1&s=1,0,,,,,
1777309646-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,¡Fabulosa comida!,Sally S,"¡Fabulosa comida! Pensaba que iba a ser una buena comida de fusión asiática, pero no lo era, era mucho más. Los sabores eran increíbles y el Servicio era excepcional. Todo fue explicado en detalle, el experto en vinos recomendó un vino muy agradable que no era caro y toda la experiencia fue uno para recordar. Gracias a todo el personal de Kuoco, eres increíble!",2 contribuciones,Escrita el 22 de octubre de 2025,2 contribuciones,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,2.0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,0,,,,,
1777309646-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Experiencia increible,Sara P,"Una cena increíble, muy buen producto con sabores diferentes. Ambiente agradable. Los camareros muy amables, te explican cada plato al detalle. Muy recomendable.",25 contribuciones,Escrita el 28 de septiembre de 2025,"Valencia, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,25.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/71/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/72/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/73/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/74/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/75/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/76/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/77/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/6f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/40/05/70/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,1,,,,,
1777309646-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Maravilloso,Harry1962,No debería puntuar así porque en breve le darán estrella Michelin y subirán los precios. Que maravilla de comida y de servicio. El menú es increíble. Riquísimo.,87 contribuciones,Escrita el 2 de septiembre de 2025,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,87.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/fe/df/77/caption.jpg?w=300&h=300&s=1,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/fe/df/75/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/fe/df/76/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/57/93/63/caption.jpg?w=100&h=-1&s=1,1,,,,,
1777309646-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Sabores que entran en el alma ❤️,Mobile59464736750,"Único, donde los sabores y aromas de cada plato,  se sienten con una delicadeza increíble, se degustan con una sonrisa 😃
El atendimiento 10,
Staff sin excepción, profesionales y humanos, increíbles,
Ralf chef, hablar bien es poco 😃 ello es divino.

Concerteza que volveremos con todo el placer y poder disfrutar de una comida Única 😉

Gracias por todo chicos. Gracias de corazón ♥️",11 contribuciones,Escrita el 10 de agosto de 2025,11 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,11.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/ea/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c0/41/e3/caption.jpg?w=300&h=300&s=1,,1,,,,,
1777309646-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Wow,Nils Andreas O,Estuve aquí 2 veces en 3 días. Tuve el mejor Ceviche de la historia aquí. Increíble carta de vinos y sommeliere. Uno de los mejores restaurantes con relación calidad-precio que he visitado,32 contribuciones,Escrita el 9 de agosto de 2025,32 contribuciones,,,,,Mostrar original,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,32.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/20/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/21/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/22/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/23/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/24/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/25/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/26/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/1e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/be/65/1f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,1,,,,,
1777309646-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Un gran menú en un espacio mejorable,Eduardo P,"Estuvimos para una celebración de aniversario en el nuevo local. Sinceramente el menú no extraña nada que sea preciso para obtener una estrella: trabajo, calidad del los ingredientes, estética, sorpresa y gusto. He estado en restaurantes con estrella cuyo menú era realmente más pobre. Sin embargo, entiendo también por qué esa estrella no llega, y lo achacó a dos puntos principales: 
1. La excelencia del menú no está acompañada por el local. Al salir del restaurante me di cuenta que “no habíamos cenado a gusto” que es lo que uno realmente quiere. El ambiente de sala no es agradable, mesas sin mantel donde las migas se acumulan, ambiente frío, paredes desnudas y con las marcas de los respaldos de las sillas; la configuración del local hace que haya dos zonas claramente diferenciadas, el salón donde la música suena y la puerta de entrada donde algunas mesas más parecen condenadas a cenar “castigados” sin el ambiente interior…; por otro lado pese a la magnífica atención de los camareros, nos pareció que todo gira al rededor de explicar el menú que comes y cuando uno va a comer o a cenar las atenciones deben ser globales, hay más cosas que importan, la bebida, el confort de sala, etc..
2. Salsa o producto?: El menú, pese a poner en la mesa grandes productos con mucho trabajo y bien trabajados, al final resultaba en una sucesión de riquísimas salsas que enmascaran los productos utilizados. Los black ravioli de bogavante estaban espectaculares, pero al rato me di cuenta que no había notado el sabor del bogavante pues la salsa de carabineros lo tapaba todo! Era espectacular, podría haber sido un plato en sí misma, pero como digo, tapando en este caso el trabajo de un ravioli casero relleno de un productazo como es el bogavante. Lo mismo con otros platos como la vieira acariciada, donde pasaba lo mismo…Como decía el anuncio, la potencia sin control, no sirve de nada…
En resumen, mucho conocimiento de los ingredientes y de cómo trabajarlos, muchísima dedicación en cada plato, y mucha calidad de producto que no merecen menos que dar la enhorabuena, sin duda, por un menú que estoy convencido de que está, si no lo merece ya, a las puertas de la estrella, y un consejo que no por clásico debiera ser menospreciado: mantel por favor y cuidar el espacio para que no desmerezca la gran comida que hacéis. Un saludo",4 contribuciones,Escrita el 27 de julio de 2025,"Madrid, España",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,4.0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,0,,,,,
1777309646-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,GRAN DECEPCION,isaac g,"recomendacion si vas a cenar , come primero y luego vas! sales seguro con hambre , raciones extremadamente pequeñas. Los platos son de mucha  descripcion que son muy impresionantes y  el resultado es mas bien normalito. excepcion de la croqueta de pato y la carrillera.
El servicio muy mediocre , hace tiempo que no paso tanto tiempo tratando de hacer eye contact con el personal siendo ignorado.
llegamos y pasaron 20 min sin que nos ofrecieran agua ni algo de tomar.
En resumen grandes expectativas mal resultado",21 contribuciones,Escrita el 22 de junio de 2025,caracas,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,21.0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,0,,,,,
