web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,data4,image3
1776261962-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Recomendable!,Virginia R,"Gran sitio para tapear y comer. Buen producto y precios razonables. A destacar también la buena atención en barra por parte de Ionela que es una camarera muy profesional, rápida y muy atenta","Hola virginiar315,

¡Muchísimas gracias por tu recomendación! Nos alegra saber que disfrutaste de nuestro producto y que encuentras nuestra relación calidad-precio razonable; trabajamos duro para que así sea.

Especialmente, agradecemos tus palabras hacia Ionela. Es un orgullo contar con profesionales como ella en nuestra barra, capaces de combinar rapidez y atención con tanta profesionalidad. Le transmitiremos tu felicitación de inmediato, ¡le hará mucha ilusión!

Esperamos verte pronto de nuevo por la calle Doctor Castelo. ¡Un saludo!

Atentamente,

El equipo de La Gaditana Retiro",1 contribución,Escrita el 1 de marzo de 2026,1,Escrita el 5 de marzo de 2026,1 contribución,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/47/40/3a/virginia-r.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,,
1776261962-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,"Un lugar maravilloso, buena comida y el trato impecable.",ISABEL B,"El trato fantástico por la camarera IOAELA, nos aconsejó muy bien la elección de la comida y estaba todo riquísimo. Volveremos sin duda 100% recomendable y muy bien ubicado en madrid. Gracias","¡Qué alegría leer vuestra reseña, Isabel! Muchísimas gracias por vuestra recomendación del 100%.

Nos hace especial ilusión que destaquéis el trato de Ioela; es una profesional fantástica y le transmitiremos vuestras palabras de inmediato, ya que su capacidad para aconsejar es, sin duda, una de sus grandes virtudes. Nos encanta saber que la comida estaba riquísima y que disfrutasteis de nuestra ubicación en Madrid.

¡Os esperamos pronto para seguir compartiendo con vosotros esa ""alegría gaditana"" que tanto nos caracteriza!",1 contribución,Escrita el 1 de marzo de 2026,1,Escrita el 3 de marzo de 2026,1 contribución,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,Muy buen trato del personal Ioanela y muy buena comida. 100% recomendable.,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,,
1776261962-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Agradecimiento,JAVIER A,"Muy buen trato y profesionalidad de Yenifer, César y Félix.","Muchísimas gracias por tu comentario! Nos alegra enormemente que hayas disfrutado de un trato tan profesional durante tu visita.

Transmitiremos personalmente tu agradecimiento a Yenifer, César y Félix; para nosotros es un orgullo contar con un equipo tan dedicado que sabe transmitir la esencia de nuestra casa.

¡Esperamos recibirte de nuevo muy pronto en la calle Doctor Castelo!",2 contribuciones,Escrita el 28 de febrero de 2026,2,Escrita el 3 de marzo de 2026,2 contribuciones,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,,
1776261962-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Imprescindible,Ivan Blanco,"Muy buen servicio y una gran cocina. Gracias Vladimir, Yenifer, César, Félix, y todos los compañeros, muchas gracias por todo.","¡Muchísimas gracias por vuestras palabras! Nos alegra enormemente saber que vuestra experiencia fue ""imprescindible"" y que disfrutasteis tanto de nuestra cocina como de la atención recibida.

Transmitiremos vuestro agradecimiento personal a Vladimir, Yenifer, César y Félix, así como al resto de los compañeros. Para nosotros, ver que el esfuerzo de todo el equipo se traduce en la satisfacción de nuestros clientes es la mayor de las alegrías.

¡Os esperamos pronto de nuevo en la calle Doctor Castelo!",5 contribuciones,Escrita el 28 de febrero de 2026,5,Escrita el 3 de marzo de 2026,5 contribuciones,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,,
1776261962-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,"Atención, genial",Carmen L,La atención de Félix ha sido fenomenal,"Muchas gracias, Carmen, por compartir tu experiencia! Nos alegra muchísimo saber que la atención de Félix te ha parecido fenomenal.

En nuestra casa nos esforzamos cada día por ofrecer un trato cercano y profesional, y comentarios como el tuyo nos motivan a seguir adelante con esa ""alegría gaditana"" que nos define. Le transmitiremos tus palabras a Félix de inmediato.

¡Esperamos volver a verte muy pronto por la calle Doctor Castelo!",1 contribución,Escrita el 27 de febrero de 2026,1,Escrita el 3 de marzo de 2026,1 contribución,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,,
1776261950-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Buena comida y servicio amable y atento.,Sara B,Recomendable. Buena comida y servicio atento y amable,4 contribuciones,4,Escrita el 10 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 11 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",4 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"Muchas gracias, Sara! Nos encanta saber que nuestra combinación de buena cocina y un servicio atento te ha dejado un gran sabor de boca en Retiro.

Trabajamos cada día para que la experiencia en la calle Doctor Castelo sea así de redonda. ¡Te esperamos pronto para seguir disfrutando del duende gaditano! Por cierto, si vuelves, no dejes de probar nuestro cazón en adobo, ¡te va a encantar!",
1776261950-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,"Fenomenal, comida y atención del personal",COLULO,"Felix y Adrián encantadores atentos, agradables, y muy profesionales, la comida espectacular y el personal encantador",50 contribuciones,50,Escrita el 9 de marzo de 2026,mar 2026 • En familia,Antonio Martinez,Leer más,Escrita el 11 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Qué alegría leer tus palabras! Nos hace muchísima ilusión saber que te sentiste tan bien atendido en la calle Doctor Castelo. Le pasaremos tu mensaje directamente a Félix y Adrián; son unos cracks y les va a encantar saber que su atención y profesionalidad hicieron que tu comida fuera espectacular.

¡Te esperamos de vuelta muy pronto para seguir compartiendo lo mejor de nuestra tierra contigo! Si vuelves con hambre de algo especial, pregunta por nuestro atún, ¡es de otro planeta!",
1776261950-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Comida de amigos,Maria J,"Un buen servicio y atención por parte de Adrián, y como siempre muy buena comida",1 contribución,1,Escrita el 8 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Maria! Qué alegría leer que disfrutaste de esa comida entre amigos con nosotros.

Nos encanta saber que Adrián os hizo sentir como en casa; le transmitiremos tus palabras, porque ver que su atención suma a la experiencia es nuestra mayor recompensa. Y, por supuesto, nos hace muy felices que la comida haya estado a la altura de ""como siempre"".

¡Os esperamos pronto para repetir esos buenos momentos en el Retiro!",
1776261950-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Excelente experiencia en Gaditana Retiro,Emilia M,"Espectacular experiencia, la comida deliciosa y el sito muy guay. Nos atendieron Vladimir y Félix y súper amables. Muchas gracias a todo el equipo.",8 contribuciones,8,Escrita el 8 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",8 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Emilia! Muchísimas gracias por compartir tu ""espectacular experiencia"" con nosotros.

Nos hace muchísima ilusión que te haya encantado la comida y que el ambiente del local te haya parecido tan guay. Pero, sobre todo, les transmitiremos tus palabras a Vladimir y Félix; su amabilidad es el reflejo de la alegría que queremos contagiar en cada mesa.

¡Un abrazo de parte de todo el equipo y os esperamos pronto por aquí!",
1776261950-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Repetiremos,Luisa p.,"Nos atendió Felix. Muy amable, profesional y agradable. 
Buen ambiente 
Comida muy buena calidad",1 contribución,1,Escrita el 8 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Palomino! Muchísimas gracias por tu visita y por compartir tu experiencia con nosotros.

Nos hace muchísima ilusión saber que la calidad de nuestra comida y el ambiente te invitan a volver. Pero, sobre todo, le daremos tu enhorabuena a Félix; nos encanta que su amabilidad y profesionalidad hayan hecho de tu comida un momento tan agradable.

¡Ya te estamos esperando para la próxima!",
1776261950-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Comida súper acojedora y atención por parte de Adrián inmejorable LEY,Pablo C,Comida súper acojedora y atención por parte de Adrián inmejorable LEY,1 contribución,1,Escrita el 8 de marzo de 2026,mar 2026 • En familia,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Pablo! Muchísimas gracias por ese ""LEY"" y por dedicarnos tu tiempo.

Nos hace muchísima ilusión que te hayas sentido tan a gusto y que la comida te haya resultado acogedora. Pero, sobre todo, le daremos tu enhorabuena a Adrián; nos encanta que su atención te haya parecido inmejorable. ¡Es un fuera de serie!

¡Te esperamos pronto para repetir otra experiencia de ley en nuestra casa!",
1776261950-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Muy bien todo,Alex,"Un trato excelente, Felix nos dio un servicio de 10, muy recomendable tanto en calidad como en servicio. Todo de 10",1 contribución,1,Escrita el 8 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Rusos14! Muchísimas gracias por ese ""todo de 10"".

Nos hace muchísima ilusión leer que el trato de Félix fue excelente; es un auténtico profesional y le encantará saber que su servicio marcó la diferencia en vuestra visita. Para la próxima, si os gusta el sabor auténtico del sur, os recomendamos probar nuestras tortillitas de camarones, ¡son el bocado perfecto para acompañar ese buen servicio!

¡Os esperamos pronto de vuelta por el Retiro!",
1776261950-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Soy gaditana y lo recomiendo,Lucia J,Muy rico todo y adrian. Tennifer y cesar nos atendieron de 10. Soy gaditana y recomiendo este sitio totalmente,1 contribución,1,Escrita el 8 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Lucia! Qué orgullo nos da leer tus palabras. Que alguien de la ""Tacita de Plata"" nos recomiende así es el mejor premio que podemos recibir; ¡sentimos que hemos traído un pedacito de nuestra tierra al Retiro!

Le daremos un fuerte abrazo a Adrián, Jennifer y César de tu parte; les va a encantar saber que su atención de 10 hizo que te sintieras como en casa. ¡Para la próxima te guardamos una copita de manzanilla para brindar por Cádiz!

¡Te esperamos pronto por aquí!",
1776261950-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Feliz tarde en la Gaditana,Luc V,"Comida muy rico, super servicio de Felix",1 contribución,1,Escrita el 7 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"Hola! Qué alegría que pasaras una ""feliz tarde"" con nosotros en La Gaditana.

Nos hace mucha ilusión saber que disfrutaste de la comida y, sobre todo, del súper servicio de Félix. Es un auténtico fuera de serie y le encantará saber que te hizo sentir tan bien. Para la próxima tarde que nos visites, no dejes de probar nuestro atún rojo de almadraba, ¡es el broche de oro perfecto para una comida de 10!

¡Te esperamos pronto de vuelta!",
1776261950-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Comida de amigas,Michelle C,"Hemos disfrutado mucho de este restaurante y de su ambiente. Destacar el cazón, las ostras y huevo trufado con atún y lo mejor el trato exquisito de Rocio y Larissa !!!
100 x 100 recomendable.",2 contribuciones,2,Escrita el 7 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Michelle! Qué alegría saber que disfrutasteis tanto de vuestra comida de amigas con nosotros.

Nos encanta que destaquéis platos tan especiales como el cazón, nuestras ostras o el huevo trufado con atún; ¡veo que tenéis muy buen gusto! Pero, sin duda, lo que más ilusión nos hace es vuestro comentario sobre el trato de Rocío y Larissa. Son un pilar fundamental de nuestro equipo y les encantará saber que su atención fue lo mejor de vuestra visita.

¡Os esperamos pronto para otro ratito de alegría gaditana en el Retiro!",
1776261950-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Un lugar para sentirte como en casa,Isabel C,"Todo fenomenal,pero a destacar a parte de la comida,Larisa y Rocío super profesionales....para volver siempre!!!!",1 contribución,1,Escrita el 7 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Isabel! Muchísimas gracias por tus palabras. Nos hace muy felices saber que en nuestra casa te sientes como en la tuya; ese es precisamente nuestro objetivo cada día.

Es un orgullo contar con profesionales como Larissa y Rocío, y les transmitiremos personalmente tu felicitación por su excelente servicio. Ya sabes que aquí tienes tu casa en el Retiro para cuando quieras volver a disfrutar de la buena mesa.

¡Nos vemos muy pronto!",
1776261950-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,MARAVILLOSA ATENCION DE ROCIO Y LARISA,Miriam P,"Hemos comido 3 amigas y la atención de Larisa y Rocio ha sido maravillosa. Nos han recomendado el cazón y ostras.
Volveremos sin duda.
Gracias por hacernos sentir como en casa.",1 contribución,1,Escrita el 7 de marzo de 2026,mar 2026 • Amigos,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola! Qué alegría nos das con tus palabras. Nos encanta saber que esa comida de amigas fue un éxito y que os sentisteis como en vuestra propia casa; al final, esa es la esencia de nuestra familia en el Retiro.

Le pasaremos vuestro agradecimiento a Larissa y Rocío, se van a poner muy contentas al saber que sus recomendaciones de cazón y ostras os gustaron tanto. ¡Tomamos nota de que volveréis pronto para seguir disfrutando!

¡Os esperamos con los brazos abiertos!",
1776261950-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Comida para trato exquisito,Aitor C,"Comida espectacular, relación calidad precio. El trato del personal magnífico en especial Félix.",1 contribución,1,Escrita el 7 de marzo de 2026,mar 2026 • En familia,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Aitor! Mil gracias por dedicarnos este tiempo. Nos hace mucha ilusión que destaques esa relación calidad-precio y que la comida te haya parecido espectacular; trabajamos duro para que cada bocado valga la pena.

Le daremos un buen ""empujón"" de alegría a Félix de tu parte, porque saber que su trato magnífico marcó tu visita es lo que nos hace seguir adelante.

¡Oye, que no se te olvide que aquí siempre tienes tu silla y una sonrisa esperándote!",
1776261950-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Comida casera,Alberto U,"Comida casera de calidad. La atención de Adrián y Jennifer, al igual que la comida, fue excepcional. Pedimos chopitos, arroz con carabineros y el timbal de rabo de toro. Un acierto.",1 contribución,1,Escrita el 7 de marzo de 2026,mar 2026 • En familia,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Alberto! Muchísimas gracias por tu visita. No hay nada que nos guste más que saber que os sentisteis como en casa disfrutando de nuestra cocina.

Le pasaremos vuestras felicitaciones a Adrián y Jennifer; les va a encantar saber que su atención estuvo a la altura de ese arroz con carabineros y el timbal. Para la próxima, después de esos chopitos tan ricos, tenéis que dejar un hueco para nuestra tarta de queso payoyo, ¡es el final de fiesta perfecto!

¡Nos vemos pronto para otra ronda de calidad!",
1776261950-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Recomendable,manuel p,Muy buen servicio. Mención especial para Félix. Muy bueno el atún “soplado”. Es la cuarta vez que venimos y siempre hemos cenado bien. Muy buena relación calidad/ precio,1 contribución,1,Escrita el 7 de marzo de 2026,mar 2026 • Parejas,Antonio Martinez,Leer más,Escrita el 9 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Manuel! Muchísimas gracias por elegirnos una vez más. Nos hace mucha ilusión que, tras cuatro visitas, sigamos cumpliendo con vuestras expectativas; ¡trabajamos para que cada cena sea tan buena como la primera!

Le daremos esa mención especial a Félix de tu parte, se va a poner muy contento. Y nos encanta que te gustara nuestro atún ""soplado"", ¡es uno de los platos que más alegrías nos da!

¡Estamos ya preparados para recibiros en vuestra quinta visita!",
1776261941-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Andalucía en Retiro,Francisco Javie... M,"Excelente, comida muy sabrosa, local agradable y servicio impecable. Nos atendió Félix, que sabe hacer su trabajo, y mejoró sin duda la experiencia gastronómica .","¡Muchísimas gracias por tu comentario, Francisco Javier! Nos alegra enormemente saber que disfrutaste de ese pedacito de Andalucía en pleno Retiro. Es un orgullo leer que la comida y el ambiente fueron de tu agrado, pero sobre todo nos hace mucha ilusión tu mención a Félix.

Él es un gran profesional que pone toda su pasión en que cada cliente se sienta especial, y saber que mejoró vuestra experiencia gastronómica es la mejor recompensa. ¡Le pasaremos tus palabras ahora mismo! Esperamos veros de nuevo muy pronto por la calle Doctor Castelo.",Escrita el 19 de marzo de 2026,Escrita el 20 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e8/1a/4b/francisco-javie-m.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
